Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid;Elgeseter NO µg/m³ Hour;Dekning;Elgeseter NO2 µg/m³ Hour;Dekning;Elgeseter NOx µg/m³ Hour;Dekning;Elgeseter PM10 µg/m³ Hour;Dekning;Elgeseter PM2.5 µg/m³ Hour;Dekning
19.02.2024 13:00;41,2692855038;100;50,8597049466;100;113,9191731964;100;13,786267;100;8,450506;100
19.02.2024 14:00;18,1664192064;100;33,8760816673;100;61,6343702146;100;3,45998;100;-0,571706;100
19.02.2024 15:00;15,0602552706;100;33,4386975289;100;56,4507675824;100;7,262016;100;4,132649;100
19.02.2024 16:00;12,9085584951;100;37,8327981332;100;57,5570755137;100;6,587707;100;3,029228;100
19.02.2024 17:00;19,964589138;100;42,9307600895;100;73,4366522924;100;8,791609;100;5,559207;100
19.02.2024 18:00;35,9987586045;100;63,8126910747;100;118,8187942224;100;8,451115;100;5,524577;100
19.02.2024 19:00;22,3458712616;100;70,6411133298;100;104,7856046176;100;17,035964;100;13,761124;100
19.02.2024 20:00;20,2535587615;100;69,9520638159;100;100,8995016035;100;22,651014;100;20,360727;100
19.02.2024 21:00;12,9547892626;100;63,9926311456;100;83,7875491389;100;24,526697;100;22,18647;100
19.02.2024 22:00;6,4467673965;100;52,787931093;100;62,6385916748;100;22,78145;100;20,241079;100
19.02.2024 23:00;13,964537818;100;53,0152104235;100;74,3530242094;100;25,340111;100;22,884827;100
20.02.2024 00:00;5,4301317534;100;45,2301472781;100;53,5273885972;100;22,427359;100;20,358295;100
20.02.2024 01:00;4,9973448219;100;36,0477443272;100;43,683687215;100;20,278772;100;18,389273;100
20.02.2024 02:00;1,319455678;100;27,1563485152;100;29,1724767912;100;20,615887;100;18,648674;100
20.02.2024 03:00;1,0753562316;100;19,9369295625;100;21,5800738844;100;15,861886;100;13,726043;100
20.02.2024 04:00;3,652586609;100;16,4306969288;100;22,0118492673;100;12,224497;100;10,999022;100
20.02.2024 05:00;0,3301998468;100;27,4542335643;100;27,9587789301;100;14,403722;100;13,282572;100
20.02.2024 06:00;7,2264455638;100;28,0634124365;100;39,1054212579;100;16,485544;100;14,336193;100
20.02.2024 07:00;24,0144942256;100;36,6292006025;100;73,3233477793;100;14,890706;100;12,053133;100
20.02.2024 08:00;55,1149042865;100;57,6438260012;100;141,859399751;100;14,208334;100;8,085544;100
20.02.2024 09:00;65,5787714493;100;66,7715100981;100;166,9758728725;100;17,053839;100;10,826117;100
20.02.2024 10:00;82,830882926;100;66,4656777429;100;193,0312668539;100;21,161683;100;9,23597;100
20.02.2024 11:00;85,5573412826;100;77,5754317699;100;208,3070492497;100;27,646543;100;10,91023;100
20.02.2024 12:00;59,9530031066;100;67,5902456942;100;159,1984344412;100;28,65844;100;14,523086;100
20.02.2024 13:00;35,2928627084;100;50,0171476169;100;103,9446418353;100;18,15621;100;7,121387;100
20.02.2024 14:00;18,333059071;100;33,7669271791;100;61,7798414396;100;18,976646;100;13,312057;100
20.02.2024 15:00;33,7709955355;100;47,5915775804;100;99,1936587586;100;24,774956;100;17,76083;100
20.02.2024 16:00;99,7901493968;100;76,5301896952;100;229,0095379735;100;36,554056;100;23,855412;100
20.02.2024 17:00;58,2004093959;100;67,0366238552;100;155,9668494121;100;25,576296;100;14,630587;100
20.02.2024 18:00;47,5934981859;100;61,5468494929;100;134,2697147209;100;14,708253;100;9,515141;100
20.02.2024 19:00;37,061881002;100;50,4027509692;100;107,0333051403;100;20,370468;100;15,38218;100
20.02.2024 20:00;59,0820028951;100;63,0386215022;100;153,315921926;100;27,576153;100;18,729465;100
20.02.2024 21:00;71,1384615705;100;60,9688186259;100;169,6683879056;100;33,729652;100;25,489075;100
20.02.2024 22:00;16,9838959325;100;56,3570126707;100;82,3084056556;100;25,638918;100;20,125347;100
20.02.2024 23:00;6,1560750535;100;42,7753767792;100;52,1818594609;100;17,784477;100;13,543437;100
21.02.2024 00:00;3,0325868684;100;24,9374487856;100;29,5712415205;100;11,767362;100;9,709805;100
21.02.2024 01:00;3,04471949;100;26,5256446065;100;31,1779759872;100;5,313863;100;3,53471;100
21.02.2024 02:00;0,1375255238;100;11,2826911056;100;11,4928301059;100;8,219405;100;7,193378;100
21.02.2024 03:00;0,061195915;100;9,3353297495;100;9,4288371076;100;5,981851;100;5,497659;100
21.02.2024 04:00;0,0288192915;100;9,0236643434;100;9,0677002208;100;5,099587;100;4,979755;100
21.02.2024 05:00;0,112710414;100;8,4947689573;100;8,6669904699;100;2,94375;100;2,92416;100
21.02.2024 06:00;2,7089664288;100;30,6623780028;100;34,801678706;100;1,363168;100;0,300807;100
21.02.2024 07:00;4,5144365518;100;31,9975173183;100;38,8955763693;100;4,814634;100;3,72222;100
21.02.2024 08:00;15,1199232216;100;43,3651581171;100;66,4684007997;100;4,094213;100;2,266467;100
21.02.2024 09:00;25,9215396258;100;55,0700407251;100;94,6781532732;100;9,897058;100;4,348288;100
21.02.2024 10:00;17,9342007183;100;42,9453974247;100;70,3488561222;100;11,094089;100;2,138115;100
21.02.2024 11:00;22,101549782;100;47,3682585172;100;81,1394265841;100;7,383677;100;1,72363;100
21.02.2024 12:00;17,1362723961;100;34,7809257985;100;60,9651500197;100;10,068951;100;5,609136;100
21.02.2024 13:00;49,5729969108;100;51,3242377045;100;127,0717769841;100;16,869045;100;8,030951;100
21.02.2024 14:00;55,5572393914;100;54,5937288474;100;139,4851906374;100;14,100772;100;4,826206;100
21.02.2024 15:00;48,5465501385;100;57,9421770943;100;132,121305706;100;14,024001;100;5,78925;100
21.02.2024 16:00;73,1510325048;100;65,2458020194;100;177,0205796866;100;13,165594;100;4,125715;100
21.02.2024 17:00;54,1701297401;100;66,8938843938;100;149,6658426367;100;19,342405;100;10,939671;100
21.02.2024 18:00;33,970824759;100;62,3663314523;100;114,2737516841;100;24,632017;100;6,88085;100
21.02.2024 19:00;66,6986164793;100;72,9557973524;100;174,8712833326;100;22,800869;100;13,20263;100
21.02.2024 20:00;71,2616012251;100;73,7196675094;100;182,6073941814;100;26,006931;100;15,863373;100
21.02.2024 21:00;79,168406726;100;83,7732689945;100;204,7425944718;100;19,15687;100;10,662703;100
21.02.2024 22:00;44,9417792159;100;72,1333655689;100;140,8044042107;100;18,116125;100;11,686094;100
21.02.2024 23:00;2,7485592935;100;19,9320535855;100;24,131852186;100;0,896912;100;-0,547311;100
22.02.2024 00:00;0,429581245;100;5,7660357666;100;6,4224359089;100;4,793535;100;3,729578;100
22.02.2024 01:00;0,0723081334;100;2,746151719;100;2,8566385468;100;0,284606;100;-0,324415;100
22.02.2024 02:00;-0,2937415313;100;1,2471768755;100;0,7983398157;100;2,623721;100;1,742892;100
22.02.2024 03:00;-0,1930180244;100;1,3220943621;100;1,0271628209;100;1,281929;100;1,005331;100
22.02.2024 04:00;-0,2902284571;100;1,2406452066;100;0,7971761241;100;;0;;0
22.02.2024 05:00;0,1653055993;100;1,7887341712;100;2,0413211269;100;-3,706714;100;-4,231874;100
22.02.2024 06:00;-0,0134121794;100;2,1011714918;100;2,0806776817;100;-2,235069;100;-3,194358;100
22.02.2024 07:00;0,8701904355;100;7,4070186179;100;8,7366696034;100;1,163637;100;0,102718;100
22.02.2024 08:00;5,258871535;100;21,6369198453;100;29,6724755508;100;5,772163;100;4,256028;100
22.02.2024 09:00;8,1200879461;100;30,6355219062;100;43,0430162878;100;0,812789;100;-2,149583;100
22.02.2024 10:00;13,0987389639;100;28,2130568338;100;48,2279299706;100;2,506998;100;-1,64015;100
22.02.2024 11:00;12,0747650719;100;26,8575512657;100;45,3077922955;100;4,730114;100;1,535604;100
22.02.2024 12:00;11,5148325533;100;23,7027663112;100;41,2974304525;100;7,684278;100;1,622307;100
22.02.2024 13:00;7,7156334598;100;19,3439724091;100;31,1334603356;100;7,311532;100;1,733261;100
22.02.2024 14:00;7,546765547;100;19,7802784753;100;31,3117362311;100;6,118573;100;2,334412;100
22.02.2024 15:00;44,1218904516;100;46,0908254345;100;113,5090740446;100;17,878776;100;3,776993;100
22.02.2024 16:00;58,1194598955;100;57,3760701699;100;146,1826048903;100;27,530589;100;8,187451;100
22.02.2024 17:00;12,8459747166;100;26,6478680482;100;46,2765174152;100;4,49571;100;-0,896218;100
22.02.2024 18:00;7,3492656653;100;18,8246330133;100;30,0543109499;100;4,736652;100;0,446785;100
22.02.2024 19:00;12,5663216696;100;27,8001791441;100;47,0015186553;100;6,628044;100;2,593901;100
22.02.2024 20:00;6,3280483403;100;17,4977773494;100;27,1670352133;100;4,006972;100;2,087363;100
22.02.2024 21:00;1,0998144744;100;5,8947417922;100;7,575258309;100;10,102958;100;4,191817;100
22.02.2024 22:00;0,4277373681;100;4,5353527227;100;5,1889354212;100;2,60898;100;0,945357;100
22.02.2024 23:00;1,6780161089;100;6,3269258331;100;8,8909344475;100;-2,036377;100;-2,764745;100
23.02.2024 00:00;0,648484933;100;4,0863173091;100;5,0772022867;100;-0,359811;100;-0,699776;100
23.02.2024 01:00;0,3136423654;100;3,5702713177;100;4,049516852;100;-1,538465;100;-2,007016;100
23.02.2024 02:00;0,207584689;100;2,5705503409;100;2,8877397457;100;-1,232084;100;-1,493267;100
23.02.2024 03:00;0,0894886248;100;3,0935861728;100;3,2303247914;100;-4,128791;100;-4,537302;100
23.02.2024 04:00;0,2479722716;100;2,9176957592;100;3,2965973902;100;-1,070479;100;-1,097858;100
23.02.2024 05:00;-0,0129975215;100;3,027088768;100;3,0072285551;100;1,270188;100;0,865901;100
23.02.2024 06:00;3,8265994455;100;9,4197194734;100;15,2667634261;100;4,332904;100;3,524627;100
23.02.2024 07:00;9,8069523819;100;21,8325058625;100;36,817529102;100;0,462742;100;-0,725089;100
23.02.2024 08:00;10,8106570051;100;22,3728943888;100;38,8915782926;100;2,101872;100;-0,119401;100
23.02.2024 09:00;26,0695849556;100;33,324356327;100;73,1586821392;100;3,725027;100;1,260772;100
23.02.2024 10:00;5,7063064315;100;18,2430897849;100;26,9623260122;100;5,189645;100;3,480246;100
23.02.2024 11:00;6,6468704703;100;14,545138655;100;24,7015567335;100;-0,630655;100;-2,303099;100
23.02.2024 12:00;9,0838809466;100;16,896624056;100;30,7767941424;100;1,914911;100;0,138175;100
23.02.2024 13:00;2,1999153773;100;7,1359679679;100;10,4974386643;100;2,194056;100;0,007072;100
23.02.2024 14:00;3,4631501223;100;10,5680803407;100;15,8597737275;100;2,162548;100;0,613416;100
23.02.2024 15:00;5,9124535941;100;16,4978492987;100;25,5320783906;100;2,940525;100;1,107588;100
23.02.2024 16:00;3,7691089701;100;10,223493594;100;15,9826921003;100;-0,516461;100;-2,168225;100
23.02.2024 17:00;5,6629104863;100;17,1534825811;100;25,8064098041;100;3,706407;100;2,575363;100
23.02.2024 18:00;3,0465786836;100;11,942155065;100;16,5973272936;100;1,359751;100;0,579708;100
23.02.2024 19:00;3,09633296;100;10,2647459422;100;14,9959427051;100;1,784179;100;0,948336;100
23.02.2024 20:00;1,3010086886;100;7,664139926;100;9,6520812022;100;0,202998;100;-0,48821;100
23.02.2024 21:00;2,1123794914;100;11,1154201686;100;14,3431360314;100;4,839695;100;4,400957;100
23.02.2024 22:00;1,8413978724;100;7,458620054;100;10,272276003;100;-1,423009;100;-1,782189;100
23.02.2024 23:00;0,58491128;100;2,0331783578;100;2,9269227936;100;-1,343975;100;-1,151273;100
24.02.2024 00:00;0,3086915219;100;2,1113189349;100;2,5829995803;100;2,963629;100;2,424013;100
24.02.2024 01:00;-0,0106210943;100;1,3447161047;100;1,3284870727;100;1,110165;100;0,616998;100
24.02.2024 02:00;0,161212312;100;1,6034232461;100;1,8497556588;100;0,881904;100;0,474707;100
24.02.2024 03:00;0,6042219538;100;2,352338517;100;3,2755896623;100;0,359742;100;0,302284;100
24.02.2024 04:00;0,0596821206;100;1,9537453912;100;2,0449396716;100;1,797681;100;1,399272;100
24.02.2024 05:00;-0,163733529;100;1,3556191573;100;1,105434325;100;-2,619234;100;-2,929443;100
24.02.2024 06:00;-0,1422525373;100;2,8724001791;100;2,6550383021;100;-0,553352;100;-0,875565;100
24.02.2024 07:00;0,688518976;100;7,2955485191;100;8,3476055144;100;-0,082781;100;-0,055573;100
24.02.2024 08:00;0,9937080078;100;10,5473915328;100;12,0657773687;100;-0,456521;100;-1,016034;100
24.02.2024 09:00;1,8852589799;100;7,9898345741;100;10,8705102954;100;1,880229;100;1,346751;100
24.02.2024 10:00;0,6797523489;100;3,5478059709;100;4,5864675599;100;1,687519;100;-0,516197;100
24.02.2024 11:00;0,7140725689;100;3,5282768708;100;4,6193797561;100;4,448548;100;1,401813;100
24.02.2024 12:00;2,368211279;100;7,0625460958;100;10,6811729301;100;1,674423;100;-0,51583;100
24.02.2024 13:00;2,9193643509;100;9,0297017128;100;13,490490441;100;6,364665;100;2,003632;100
24.02.2024 14:00;2,3629415839;100;8,2066743478;100;11,8172490879;100;4,722246;100;-1,747177;100
24.02.2024 15:00;3,5445346385;100;9,0072806917;100;14,4233296194;100;3,29574;100;-1,945072;100
24.02.2024 16:00;4,1225282553;100;10,4854502918;100;16,7846734659;100;6,522339;100;1,693299;100
24.02.2024 17:00;3,4122989396;100;12,6320695039;100;17,8460622836;100;2,386581;100;-1,963413;100
24.02.2024 18:00;8,1038832679;100;24,9215462118;100;37,3042798451;100;6,622444;100;1,339391;100
24.02.2024 19:00;4,2656433193;100;13,7663269411;100;20,2842299329;100;4,275903;100;0,737227;100
24.02.2024 20:00;1,4783566821;100;6,3852802761;100;8,6442092864;100;0,031054;100;-2,791966;100
24.02.2024 21:00;1,3479719739;100;6,3552175662;100;8,4149187423;100;2,638719;100;-0,883581;100
24.02.2024 22:00;1,9866988024;100;6,9956176122;100;10,0312933822;100;5,214643;100;1,802447;100
24.02.2024 23:00;1,8859274085;100;7,192359916;100;10,0740569962;100;4,374907;100;2,555874;100
25.02.2024 00:00;3,0429443288;100;10,0993191332;100;14,7489380675;100;2,101225;100;0,044746;100
25.02.2024 01:00;1,0908552848;100;7,8216480091;100;9,4884748842;100;4,695962;100;2,952892;100
25.02.2024 02:00;2,7585338781;100;10,6888364843;100;14,90387625;100;2,400762;100;0,581043;100
25.02.2024 03:00;2,1947018859;100;7,8601123888;100;11,2136168705;100;2,807564;100;-0,048664;100
25.02.2024 04:00;0,9399676259;100;6,3257098343;100;7,7619803666;100;4,515903;100;1,888356;100
25.02.2024 05:00;-0,237063901;100;1,9271568976;100;1,5649232569;100;-0,376168;100;-1,526682;100
25.02.2024 06:00;-0,1566991084;100;1,7593075158;100;1,5198712782;100;3,958124;100;3,525197;100
25.02.2024 07:00;-0,0503674484;100;1,9778826413;100;1,9009211802;100;2,324496;100;1,228335;100
25.02.2024 08:00;0,0636554185;100;4,2325335339;100;4,3297990134;100;0,117009;100;-1,411618;100
25.02.2024 09:00;0,1272351098;100;5,2485535441;100;5,4429687918;100;2,746259;100;1,591877;100
25.02.2024 10:00;0,134877251;100;4,6157696427;100;4,8218620823;100;2,516016;100;-0,402941;100
25.02.2024 11:00;0,5952323936;100;4,2410299624;100;5,1505450599;100;8,083635;100;0,256488;100
25.02.2024 12:00;1,3613732859;100;6,0528041949;100;8,1329825757;100;13,96323;100;0,336014;100
25.02.2024 13:00;3,6658547958;100;8,8028293404;100;14,4042554683;100;13,455689;100;-3,1975;100
25.02.2024 14:00;2,3431259745;100;10,0458222795;100;13,6261187686;100;13,495726;100;0,73423;100
25.02.2024 15:00;5,9808329809;100;13,7001536996;100;22,8388664944;100;15,063454;100;0,450856;100
25.02.2024 16:00;5,2942011976;100;17,218631812;100;25,308171242;100;29,558584;100;4,460678;100
25.02.2024 17:00;8,661480306;100;28,2457096693;100;41,4804515769;100;35,6353;100;4,186243;100
25.02.2024 18:00;39,7303141835;100;67,1158138743;100;127,8237339467;100;62,57688;100;6,821723;100
25.02.2024 19:00;42,0596659379;100;69,7248623757;100;133,9920319288;100;49,853716;100;8,309546;100
25.02.2024 20:00;5,7117347091;100;44,1980643381;100;52,9255949737;100;29,844721;100;7,122795;100
25.02.2024 21:00;2,5681483041;100;31,3408867739;100;35,2650173826;100;19,806369;100;5,854787;100
25.02.2024 22:00;1,9699642694;100;29,9286317519;100;32,9387371555;100;24,337366;100;9,043362;100
25.02.2024 23:00;0,7737322751;100;19,5581911159;100;20,7404540323;100;15,290532;100;0,701064;100
26.02.2024 00:00;0,4395971051;100;9,4092572224;100;10,0809615991;100;7,068616;100;-2,574873;100
26.02.2024 01:00;-0,0823393673;100;4,8580328385;100;4,7322182853;100;8,950296;100;1,700269;100
26.02.2024 02:00;-0,28406928;100;3,0327631942;100;2,5987053344;100;6,740724;100;1,1383;100
26.02.2024 03:00;-0,316344139;100;2,0733991261;100;1,5900252817;100;1,313874;100;-0,37964;100
26.02.2024 04:00;-0,4046320075;100;1,0442173151;100;0,4259396077;100;2,248513;100;0,479981;100
26.02.2024 05:00;-0,3611369414;100;0,9320184928;100;0,3802012464;100;-0,913372;100;-0,815018;100
26.02.2024 06:00;-0,1283535781;100;3,5402850798;100;3,3441608124;100;-3,268947;100;-3,846066;100
26.02.2024 07:00;1,7125490305;100;11,8342807488;100;14,4510556674;100;1,153422;100;0,444592;100
26.02.2024 08:00;4,9835529435;100;32,0430467108;100;39,6579156085;100;2,103761;100;-0,940989;100
26.02.2024 09:00;11,3064035528;100;47,8976874833;100;65,1738721119;100;7,096354;100;2,52927;100
26.02.2024 10:00;7,9481939499;100;32,9365756009;100;45,0814159563;100;8,211144;100;4,758919;100
26.02.2024 11:00;7,5846142953;100;29,7165826278;100;41,305873271;100;6,291455;100;2,793942;100
26.02.2024 12:00;10,7945487143;100;22,7924667727;100;39,2865372081;100;0,656727;100;-1,66079;100
26.02.2024 13:00;30,0537717233;100;34,6514827623;100;80,5736459555;100;8,616958;100;5,265248;100
26.02.2024 14:00;11,3317193388;100;27,2381986643;100;44,5530658139;100;8,943326;100;4,827562;100
26.02.2024 15:00;12,2210935205;100;30,9206257855;100;49,5944566849;100;7,610815;100;2,298696;100
26.02.2024 16:00;11,5763130393;100;29,0354906087;100;46,7240969326;100;10,76089;100;6,453471;100
26.02.2024 17:00;6,8841464946;100;31,353426207;100;41,8724020508;100;8,077933;100;0,970254;100
26.02.2024 18:00;7,2868366759;100;33,8765355517;100;45,0108219924;100;11,911553;100;2,852649;100
26.02.2024 19:00;3,2247795068;100;33,7575637319;100;38,6850268182;100;12,502176;100;3,678185;100
26.02.2024 20:00;3,3590552619;100;34,1788140361;100;39,3114504762;100;15,540309;100;7,165338;100
26.02.2024 21:00;3,0854737799;100;28,8507918073;100;33,565395743;100;5,028432;100;2,838802;100
26.02.2024 22:00;5,1511434106;100;27,9565291763;100;35,8274763077;100;6,117962;100;3,813151;100
26.02.2024 23:00;1,4390439891;100;22,1835628429;100;24,3824220583;100;5,365873;100;4,257207;100
27.02.2024 00:00;0,526422615;100;16,5768406903;100;17,381214446;100;5,913308;100;4,565084;100
27.02.2024 01:00;0,068948935;100;9,5346216044;100;9,6399755771;100;0,667953;100;-0,550588;100
27.02.2024 02:00;-0,2841073338;100;6,2006014358;100;5,7664854299;100;1,517255;100;0,519538;100
27.02.2024 03:00;-0,3233964779;100;4,2941859527;100;3,8000361345;100;-0,342863;100;-0,59613;100
27.02.2024 04:00;0,1157557058;100;7,3916340154;100;7,5685087338;100;1,859345;100;2,011905;100
27.02.2024 05:00;0,807217524;100;9,439827673;100;10,6732560497;100;1,565491;100;1,195345;100
27.02.2024 06:00;1,4290989194;100;19,581943599;100;21,7656067478;100;-4,427098;100;-4,906772;100
27.02.2024 07:00;15,1446323644;100;38,1272122814;100;61,2682105342;100;3,190158;100;2,214404;100
27.02.2024 08:00;53,6758689013;100;63,8851324028;100;145,9018600839;100;2,37473;100;-0,291767;100
27.02.2024 09:00;83,8455007131;100;76,6951656834;100;204,811090773;100;11,187075;100;6,362531;100
27.02.2024 10:00;96,4127871516;100;77,8736344228;100;225,1923731905;100;15,658159;100;9,213269;100
27.02.2024 11:00;;0;;0;;0;12,820663;100;5,666807;100
27.02.2024 12:00;68,0067078939;100;77,0964382332;100;181,010687895;100;18,600438;100;11,588202;100
27.02.2024 13:00;12,2826240948;100;33,8555611969;100;52,6234108136;100;4,891558;100;0,883856;100
27.02.2024 14:00;6,1727189339;100;20,0595897737;100;29,4915043047;100;13,648708;100;1,396766;100
27.02.2024 15:00;5,521197685;100;20,4164001055;100;28,8527901681;100;14,659823;100;-2,553682;100
27.02.2024 16:00;33,2619616605;100;54,7721620586;100;105,5964394758;100;52,353543;100;6,676099;100
27.02.2024 17:00;48,2471116015;100;67,0618562765;100;140,7834428036;100;97,347008;100;7,282196;100
27.02.2024 18:00;60,3138608644;100;67,0424076704;100;159,2019870711;100;102,869548;100;11,732364;100
27.02.2024 19:00;2,8965115611;100;14,6036440231;100;19,0295136885;100;19,674328;100;3,593533;100
27.02.2024 20:00;2,0013231444;100;10,4796058198;100;13,5376275844;100;17,302312;100;2,031715;100
27.02.2024 21:00;0,4410866015;100;6,2399312623;100;6,9139115894;100;20,950837;100;2,259118;100
27.02.2024 22:00;1,4074631993;100;7,2281311345;100;9,3787349029;100;20,008927;100;5,492849;100
27.02.2024 23:00;0,5991653091;100;5,9882045216;100;6,9037291139;100;10,443005;100;1,62931;100
28.02.2024 00:00;0,1608459041;100;4,8338946433;100;5,0796671848;100;8,960059;100;3,565023;100
28.02.2024 01:00;0,3141102383;100;4,2703163569;100;4,7502768009;100;5,299356;100;1,689137;100
28.02.2024 02:00;-0,3632918111;100;2,3792590042;100;1,8241491168;100;3,831717;100;0,890412;100
28.02.2024 03:00;-0,3086179345;100;2,0523093101;100;1,5807411062;100;1,703419;100;-0,959187;100
28.02.2024 04:00;-0,3167922779;100;1,4743546255;100;0,9902960249;100;5,134094;100;3,868632;100
28.02.2024 05:00;-0,2092048774;100;1,7822687599;100;1,4626037073;100;4,238596;100;0,915031;100
28.02.2024 06:00;-0,0574916755;100;2,3588889902;100;2,27104171;100;3,913128;100;0,965258;100
28.02.2024 07:00;0,7518817979;100;7,3939692932;100;8,5428446803;100;10,321302;100;1,532141;100
28.02.2024 08:00;7,6155755071;100;25,0350796307;100;36,6716790056;100;25,288896;100;-0,143727;100
28.02.2024 09:00;21,450268406;100;45,9278023952;100;78,7038125195;100;57,817542;100;2,572947;100
28.02.2024 10:00;9,5236855525;100;18,1819959465;100;32,7341874707;100;51,547715;100;4,437882;100
28.02.2024 11:00;11,011320806;100;28,631688846;100;45,4569870376;100;53,388185;100;8,033956;100
28.02.2024 12:00;8,3081310416;100;20,7671551722;100;33,4619794038;100;26,180658;100;0,529791;100
28.02.2024 13:00;10,8327275568;100;26,6205334199;100;43,1729411266;100;59,914045;100;7,31611;100
28.02.2024 14:00;19,3883393309;100;36,6695749966;100;66,2949574942;100;69,936099;100;4,871066;100
28.02.2024 15:00;17,1998897974;100;39,2027203797;100;65,4841519901;100;116,343785;100;10,631932;100
28.02.2024 16:00;28,3887532739;100;46,5569004457;100;89,9349154482;100;81,688684;100;3,721521;100
28.02.2024 17:00;10,4421634744;100;26,370451769;100;42,3260775579;100;46,63718;100;3,976677;100
28.02.2024 18:00;7,9346813355;100;29,2818467719;100;41,4060398525;100;23,303204;100;6,057127;100
28.02.2024 19:00;3,7186403348;100;19,6175676131;100;25,2996500446;100;19,467562;100;2,187866;100
28.02.2024 20:00;6,1922118503;100;27,1892066165;100;36,6509063237;100;22,004815;100;3,353888;100
28.02.2024 21:00;15,6324199906;100;49,5137823589;100;73,4001201046;100;28,869677;100;4,88979;100
28.02.2024 22:00;58,7679333679;100;77,2123171141;100;167,0097193003;100;49,970103;100;9,163596;100
28.02.2024 23:00;24,5085227631;100;67,4174112195;100;104,8664340015;100;31,362226;100;8,957775;100
29.02.2024 00:00;7,1554037938;100;49,6518589136;100;60,5853159105;100;14,293433;100;6,853487;100
29.02.2024 01:00;11,2153230834;100;33,464410911;100;50,6014245824;100;9,626186;100;4,240428;100
29.02.2024 02:00;-0,226391603;100;2,6253033801;100;2,2793770107;100;6,361147;100;4,85149;100
29.02.2024 03:00;-0,0481508521;100;1,7979745581;100;1,7244000561;100;4,608537;100;-0,928569;100
29.02.2024 04:00;0,2244542496;100;2,3876095694;100;2,7305756629;100;10,680302;100;6,094828;100
29.02.2024 05:00;1,521799686;100;3,1358564796;100;5,4611663998;100;24,922834;100;2,831697;100
29.02.2024 06:00;-0,1329790668;100;1,6961270282;100;1,4929350142;100;21,709233;100;3,582959;100
29.02.2024 07:00;0,9003156731;100;8,7479954178;100;10,1236777664;100;21,564479;100;3,71733;100
29.02.2024 08:00;3,6457659488;100;13,712828455;100;19,2835588247;100;36,852439;100;3,10279;100
29.02.2024 09:00;2,455341986;100;11,0569490851;100;14,8087116397;100;129,91149;100;4,880118;100
29.02.2024 10:00;2,3432086895;100;9,9670626705;100;13,547485548;100;24,81612;100;0,169628;100
29.02.2024 11:00;1,8811464051;100;8,1305984824;100;11,0049901895;100;33,49244;100;4,387608;100
29.02.2024 12:00;2,3613060443;100;7,9628715171;100;11,5709471527;100;28,043626;100;6,7462;100
29.02.2024 13:00;3,0627399408;100;9,0795347877;100;13,7594014171;100;28,82614;100;6,471303;100
29.02.2024 14:00;3,2209403984;100;12,2850399903;100;17,206636919;100;31,565103;100;1,321866;100
